company_name,website,country,industry,buyer_type,product_interest,contact_person,email,whatsapp,phone,linkedin,source,evidence,lead_score,run_id,collected_at,search_query
Petrochemical Industry Products & Petroleum Refining Equipment,https://www.refteck.com/industry/petroleum-refining/,,Petrochemicals,Potential buyer / industrial consumer,Petrochemicals,,flags@2x.png,,2022-10-31,,You.com,Petrochemical industry uses to manage bulk orders. We offer a variety of products for petroleum & refining equipment to measure & set the refining process.,1,32865402907,2026-08-25T15:22:48.433406+00:00,"""petrochemical manufacturer"" ""sourcing"" ""importer"" ""supply chain"" contact us -jobs -careers -directory"
Top Petrochemical Suppliers Globally - Source Quality Chemicals Now,https://www.accio.com/supplier/petrochemical-supplier,,Petrochemicals,Potential buyer / industrial consumer,Petrochemicals,,,,6000000000820-2,,You.com,"Need reliable petrochemical suppliers? Discover verified manufacturers offering industrial chemicals, solvents, and polymers. Click to compare products and connect directly with suppliers worldwide!",1,32865402907,2026-08-25T15:22:48.433406+00:00,"""petrochemical manufacturer"" ""sourcing"" ""importer"" ""supply chain"" contact us -jobs -careers -directory"
Supply Chain Management in Chemical & Petrochemical Industry,https://netresultsgroup.com/supply-chain-management-in-chemical-and-petrochemical-manufacturing-industry/,,Petrochemicals,Potential buyer / industrial consumer,Petrochemicals,,,,2025-03-26,,You.com,"Optimize chemical & petrochemical SCM with cost-saving tips, compliance, and efficiency. Learn key components, logistics, and sustainable best practices.",1,32865402907,2026-08-25T15:22:48.433406+00:00,"""petrochemical manufacturer"" ""sourcing"" ""importer"" ""supply chain"" contact us -jobs -careers -directory"
Specialty Steel Supply | Stainless Steel Alloys #1 Best,https://www.specialtysteelsupply.com/,,Steel,Potential buyer / industrial consumer,Steel,,info@specialtysteelsupply.com,,435-1-300,,You.com,Specialty Steel Supply is a industry Leader in processing and distribution of premium stainless steel and corrosion resistant alloys.,1,32868318108,2026-08-25T15:50:59.662463+00:00,"""steel importer"" ""procurement manager"" contact ""industrial steel"" -jobs -article -directory -market"
Speedy Metals Online Industrial Metal Supply,https://www.speedymetals.com/,,Steel,Potential buyer / industrial consumer,Steel,,,,8/20/2024,,You.com,"Go to SpeedyMetals.com for Stainless Steel, Tool Steel, Aluminum, Bronze, Brass, Cast Iron and Copper. SpeedyMetals.com is your online source for industrial metal supply. Call 866-938-6061 to speak with a representative.",1,32868318108,2026-08-25T15:50:59.662463+00:00,"""steel importer"" ""procurement manager"" contact ""industrial steel"" -jobs -article -directory -market"
Midwest Steel Supply | We Do More With Steel | Westfield Steel,https://westfieldsteel.com/,,Steel,Potential buyer / industrial consumer,Steel,,,,2025-06-08,,You.com,"Westfield Steel delivers production-ready steel on-time, every time. For the best steel supply in the Midwest, look no further than Westfield Steel.",1,32868318108,2026-08-25T15:50:59.662463+00:00,"""steel importer"" ""procurement manager"" contact ""industrial steel"" -jobs -article -directory -market"
Metal Service Center - Industrial Metal Supplier | O'Neal Steel,https://www.onealsteel.com/,,Steel,Potential buyer / industrial consumer,Steel,,,,2025-07-08,,You.com,"O'Neal Steel supplies aluminum, carbon & alloy steel, stainless, hot rolled, and cold-finished products nationwide. Get a quote now!",1,32868318108,2026-08-25T15:50:59.662463+00:00,"""steel importer"" ""procurement manager"" contact ""industrial steel"" -jobs -article -directory -market"
Arcelormittal,https://corporate.arcelormittal.com/suppliers,,,Potential buyer / industrial consumer,,,,,,,You.com,"These conditions form part of all ... industrial services and capital purchases. The revised contractual conditions include provisions related to safety, intellectual property and penalties-damages, as well as now widely used clauses dealing with prevention of fraud and corruption as well as business ethics and sustainability areas. These conditions were developed for use throughout ArcelorMittal and are vetted by our legal teams as well as the group procurement management ...",0,32868318108,2026-08-25T15:50:59.662463+00:00,"""steel importer"" ""procurement manager"" contact ""industrial steel"" -jobs -article -directory -market"
Metal Service Distributor | California Metal ... - Long Beach,https://www.tellsteel.com/,,Steel,Potential buyer / industrial consumer,Steel,,info@tellsteel.com,,343095537,,You.com,Tell Steel offers high-quality metal products and state-of-the-art metal processing services for several industries. Request a quote for your metal needs today!,1,32868318108,2026-08-25T15:50:59.662463+00:00,"""steel importer"" ""procurement manager"" contact ""industrial steel"" -jobs -article -directory -market"
US Steel Procurement Positions | SCM Talent Group,https://scmtalent.com/placement/us-steel-procurement-positions,,Steel,Potential buyer / industrial consumer,Steel,,info@scmtalent.com,,2026-05-28,,You.com,US Steel trusted SCM Talent Group to help strategically build out their indirect procurement team with positions in multiple locations.,1,32868318108,2026-08-25T15:50:59.662463+00:00,"""steel importer"" ""procurement manager"" contact ""industrial steel"" -jobs -article -directory -market"
For suppliers | Statkraft,https://www.statkraft.com/de/about-statkraft/for-suppliers/,,,Potential buyer / industrial consumer,,,luis.carrasco@statkraft.com,,818-7973-406,,SearXNG,All other countries please contact the local procurement department. All our suppliers must adhere to Statkraft's Supplier Code of Conduct. Procurement ...,1,32871823733,2026-08-25T16:25:13.765314+00:00,"site:.com OR site:.eu OR site:.ae ""renewable energy"" ""procurement department"" contact -jobs -careers -blog -directory"
About Us - Sourcing and Procurement Firm,https://treasurecoastprocurement.com/about-us/,,Renewable energy,Potential buyer / industrial consumer,Renewable energy,,,,2026-03-15,,SearXNG,"... procurement department. We partner with CFOs, operators, and executive teams ... TCP leadership was built inside one of the largest renewable energy companies in ...",1,32871823733,2026-08-25T16:25:13.765314+00:00,"site:.com OR site:.eu OR site:.ae ""renewable energy"" ""procurement department"" contact -jobs -careers -blog -directory"
Services | RES Design Group,https://resdesigngroup.com/services/,,Renewable energy,Potential buyer / industrial consumer,Renewable energy,,2@bq.lzr,359894766180,2026-02-01,,SearXNG,As the renewable energy sector continues to evolve and reach higher ... The procurement department possesses established agreements with selected ...,1,32871823733,2026-08-25T16:25:13.765314+00:00,"site:.com OR site:.eu OR site:.ae ""renewable energy"" ""procurement department"" contact -jobs -careers -blog -directory"
Beta Energy and Technology Campus,https://betaenerji.com/en/beta-energy-and-technology-campus/,,,Potential buyer / industrial consumer,,,,,2024-08-23,,SearXNG,Procurement Department. Procurement Department. Close GDPR Cookie Settings. Privacy Overview; Strictly Necessary Cookies. Powered by GDPR Cookie Compliance.,1,32871823733,2026-08-25T16:25:13.765314+00:00,"site:.com OR site:.eu OR site:.ae ""renewable energy"" ""procurement department"" contact -jobs -careers -blog -directory"
Public company profile - eTenders - eu-supply.com,https://irl.eu-supply.com/ctm/Company/CompanyInformation/index/1188,,Renewable energy,Potential buyer / industrial consumer,Renewable energy,,etenders@seai.ie,,+353 18082100,,SearXNG,"... renewable energy sources, supporting innovation and enterprise for our low-carbon future. ... Contact person. Procurement Department. etenders@seai.ie. +353 ...",1,32871823733,2026-08-25T16:25:13.765314+00:00,"site:.com OR site:.eu OR site:.ae ""renewable energy"" ""procurement department"" contact -jobs -careers -blog -directory"
Discover our photovoltaic supply chain - Soltec,https://soltec.com/en/sustainability/supply-chain/,,,Potential buyer / industrial consumer,,,info@soltec.com,,2024-05-06,,SearXNG,"The functions performed by the Procurement department, from the sourcing phase to supplier accreditation and selection for purchase operations, are carried out ...",1,32871823733,2026-08-25T16:25:13.765314+00:00,"site:.com OR site:.eu OR site:.ae ""renewable energy"" ""procurement department"" contact -jobs -careers -blog -directory"
Corbett Biomass,http://thecorbettcompanies.com/biomass/,,Renewable energy,Potential buyer / industrial consumer,Renewable energy,,,,104028458-5,,SearXNG,"A Vision Fueled By the Future. In 2008, Corbett Timber Company recognized that rising emphasis on America's renewable energy sources meant increases in the ...",1,32871823733,2026-08-25T16:25:13.765314+00:00,"site:.com OR site:.eu OR site:.ae ""renewable energy"" ""procurement department"" contact -jobs -careers -blog -directory"
"Policy on Environmental Practices Evergy, Inc. and Subsidiaries",https://investors.evergy.com/static-files/d5fbd7a6-a492-434f-b1e5-48b377d31b9a,,Renewable energy,Potential buyer / industrial consumer,Renewable energy,,,,,,SearXNG,"Jan 1, 2026 ... The Company delivers clean, safe, and reliable energy by embracing renewable energy and technologies that minimize the impact of the.",0,32871823733,2026-08-25T16:25:13.765314+00:00,"site:.com OR site:.eu OR site:.ae ""renewable energy"" ""procurement department"" contact -jobs -careers -blog -directory"
Training - Alrimaa,https://www.alrimaa.com/training/,,Renewable energy,Potential buyer / industrial consumer,Renewable energy,,info@alrimaa.ae,+971543615503,2024-11-02,,SearXNG,Our engineering procurement department offers end-to-end sourcing and supply ... – Solar and Renewable Energy Plants. – Telecommunication & Power Plant ...,1,32871823733,2026-08-25T16:25:13.765314+00:00,"site:.com OR site:.eu OR site:.ae ""renewable energy"" ""procurement department"" contact -jobs -careers -blog -directory"
Procurement Notice - Ministry of Energy and Public Utilities - Facebook,https://www.facebook.com/GIS.Mauritius/posts/procurement-notice-ministry-of-energy-and-public-utilities/542488505143526/,,Renewable energy,Potential buyer / industrial consumer,Renewable energy,,,,,,SearXNG,"Oct 6, 2024 ... ... Renewable Energy IPP Procurement Programme. We will further provide ... Procurement Department of the Public Utilities Corporation (PUC) ...",0,32871823733,2026-08-25T16:25:13.765314+00:00,"site:.com OR site:.eu OR site:.ae ""renewable energy"" ""procurement department"" contact -jobs -careers -blog -directory"
Sustainability - Haleon Supplier Portal,https://supplier.haleon.com/irj/portal/public?NavigationTarget=navurl%3A%2F%2Fe5358e2a930bba5b1e53b2a12c359cc3&guest_user=SUP_GUEST_EN,,Renewable energy,Potential buyer / industrial consumer,Renewable energy,,,,9994206122,,SearXNG,We're making progress at Haleon through steps such as investing in local renewable energy contracts and installing solar power across our manufacturing ...,1,32871823733,2026-08-25T16:25:13.765314+00:00,"site:.com OR site:.eu OR site:.ae ""renewable energy"" ""procurement department"" contact -jobs -careers -blog -directory"
Green Procurement Standards Ver. 8.0 - Corporate | Murata,https://corporate.murata.com/-/media/corporate/about/csrmedia/environment_murata/manage-chemical-substances/green-procurement-standards.ashx?la=en&cvid=20251126000000000000,,Renewable energy,Potential buyer / industrial consumer,Renewable energy,,,,665 -210 2000 728,,SearXNG,"Oct 1, 2025 ... ・The Group will work to use energy efficiently and to expand the use of renewable energy. ... overseas procurement department in charge of your ...",1,32871823733,2026-08-25T16:25:13.765314+00:00,"site:.com OR site:.eu OR site:.ae ""renewable energy"" ""procurement department"" contact -jobs -careers -blog -directory"
Zambia: Consultancy services for Wind Power Promotion Project,https://www.esi-africa.com/east-africa/zambia-consultancy-services-needed-for-wind-power-promotion-project/,,Renewable energy,Potential buyer / industrial consumer,Renewable energy,,info@esi-africa.com,,2023-09-11,,SearXNG,"Sep 11, 2023 ... ... Renewable Energy Programme (SREP) in Zambia”. The Permanent Secretary-Technical Services Attn. Head-Procurement Department Ministry of ...",1,32871823733,2026-08-25T16:25:13.765314+00:00,"site:.com OR site:.eu OR site:.ae ""renewable energy"" ""procurement department"" contact -jobs -careers -blog -directory"
Mario Mosca – Energizing Procurement at Enel (Part 1) - CPO Rising,https://cporising.com/2010/06/23/mario-mosca-enel-part-1/,,Renewable energy,Potential buyer / industrial consumer,Renewable energy,,,,2010/06/23,,SearXNG,"Jun 23, 2010 ... ... renewable energy. In April 2008, Mario joined Enel as its Head of ... procurement department's) purchasing processes with technology solutions to ...",1,32871823733,2026-08-25T16:25:13.765314+00:00,"site:.com OR site:.eu OR site:.ae ""renewable energy"" ""procurement department"" contact -jobs -careers -blog -directory"
Executive summary – Solar PV Global Supply Chains – Analysis - IEA,https://www.iea.org/reports/solar-pv-global-supply-chains/executive-summary,,,Potential buyer / industrial consumer,,,,,,,You.com,Solar PV Global Supply Chains - Analysis and key findings. A report by the International Energy Agency.,0,32871823733,2026-08-25T16:25:13.765314+00:00,"""solar power plant"" ""purchasing manager"" ""raw materials"" supply chain -jobs -hiring -list -article"
Special Report on Solar PV Global Supply Chains,https://iea.blob.core.windows.net/assets/d2ee601d-6b1a-4cd2-a0e8-db02dc64332c/SpecialReportonSolarPVGlobalSupplyChains.pdf,,,Potential buyer / industrial consumer,,,,,145 79.163499,,You.com,"Source: IEA analysis based on BNEF (2022a), IEA PVPS, SPV Market Research, RTS Corporation and PV InfoLink · Notes: CCS = carbon capture and storage. CSP = concentrated solar power. Ranges reflect regional variations · Source: UNECE (2021) calculations based on data from Hertwich et al.",1,32871823733,2026-08-25T16:25:13.765314+00:00,"""solar power plant"" ""purchasing manager"" ""raw materials"" supply chain -jobs -hiring -list -article"
Solar Photovoltaics Supply Chain Review Report | Department of Energy,https://www.energy.gov/eere/solar/solar-photovoltaics-supply-chain-review-report,,Renewable energy,Potential buyer / industrial consumer,Renewable energy,,u0022christie.ellis@ee.doe.gov,,2022-01/47993,,You.com,"The Solar Photovoltaics Supply Chain Review, produced by the DOE Solar Energy Technologies Office with support from the National Renewable Energy Laboratory, will help the federal government to build more secure and diverse U.S. energy supply chains.",1,32871823733,2026-08-25T16:25:13.765314+00:00,"""solar power plant"" ""purchasing manager"" ""raw materials"" supply chain -jobs -hiring -list -article"
Solar & Storage Supply Chain Dashboard – SEIA,https://seia.org/research-resources/solar-storage-supply-chain-dashboard/,,,Potential buyer / industrial consumer,,,,,,,You.com,The Solar Energy Industries Association (SEIA) is leading the transformation to a clean energy economy. Learn more at seia.org,0,32871823733,2026-08-25T16:25:13.765314+00:00,"""solar power plant"" ""purchasing manager"" ""raw materials"" supply chain -jobs -hiring -list -article"
Reforging the Solar Photovoltaic Supply Chain,https://thebreakthrough.org/issues/energy/reforging-the-solar-photovoltaic-supply-chain,,,Potential buyer / industrial consumer,,,,,422335980,,You.com,"Much of the manufacturing base of the global solar supply chain is rooted in the Xinjiang Uyghur Autonomous Region. Laura T. Murphy and Nyrola Elima, In Broad Daylight: Uyghur Forced Labour in Global Solar Supply Chains, Sheffield Hallam University, May 2021, https://www.shu.ac.uk/helena-k...",1,32871823733,2026-08-25T16:25:13.765314+00:00,"""solar power plant"" ""purchasing manager"" ""raw materials"" supply chain -jobs -hiring -list -article"
Transforming Solar Supply Chains | Clean Energy Ministerial,https://www.cleanenergyministerial.org/initiatives-campaigns/transforming-solar-supply-chains/,,,Potential buyer / industrial consumer,,,secretariat@cemsecretariat.org,,0 0 100 100,,You.com,"Goal The initial scope of Transforming Solar: Supply Chains will focus specifically on the Solar PV Manufacturing value chain, including raw materials, polysilicon, ingots, wafers, cells and modules, and associated equipment (eg. Glass, frames, EVA). The initiative will support member and ...",1,32871823733,2026-08-25T16:25:13.765314+00:00,"""solar power plant"" ""purchasing manager"" ""raw materials"" supply chain -jobs -hiring -list -article"
Contact Us | International Petroleum,https://www.international-petroleum.com/contact-us,,Petroleum products,Potential buyer / industrial consumer,Petroleum products,,noreply@international-petroleum.com,,1 1 8 8-8 8,,You.com,Contact International Petroleum Corporate and operations offices by email or telephone,1,32873882184,2026-08-25T16:45:50.320986+00:00,"""industrial consumer"" ""petroleum products"" ""purchasing manager"" contact -jobs -blog -article -hiring"
Petroleum Buyers & Importers - Verified Buy Requirements | ...,https://www.globalbuyersonline.com/Petroleum/,,Petroleum products,Potential buyer / industrial consumer,Petroleum products,,,,,,You.com,Browse buy requirements for Petroleum posted by importers and buyers worldwide. Find genuine Petroleum purchase inquiries and connect with verified Petroleum importers on GlobalBuyersOnline.,0,32873882184,2026-08-25T16:45:50.320986+00:00,"""industrial consumer"" ""petroleum products"" ""purchasing manager"" contact -jobs -blog -article -hiring"
Petroleum Service Company | The Pioneer of Online Petroleum Sales,https://petroleumservicecompany.com/,,Petroleum products,Potential buyer / industrial consumer,Petroleum products,,buy@petroleumservicecompany.com,,180-5424-0139,,You.com,"Petroleum Service Company offers lubricants for industrial, manufacturing, automotive, fleet and aviation applications, as well as greases, race fuels, coatings, fuel additives, and more.",1,32873882184,2026-08-25T16:45:50.320986+00:00,"""industrial consumer"" ""petroleum products"" ""purchasing manager"" contact -jobs -blog -article -hiring"
Business Enquiries | Contact us | IndianOil,https://iocl.com/pages/Business-Enquiries,,,Potential buyer / industrial consumer,,,,,0123456789,,You.com,"Please contact us for any type business enquiries for polymers, Recyclates, Glycols Marketing, Channel Management & Sales.",1,32873882184,2026-08-25T16:45:50.320986+00:00,"""industrial consumer"" ""petroleum products"" ""purchasing manager"" contact -jobs -blog -article -hiring"
Navigating The Dynamics Of Bulk Fuel Distribution | King Fuels,https://kingfuels.com/navigating-the-dynamics-of-bulk-fuel-distribution/,,,Potential buyer / industrial consumer,,,,,2024-03-19,,You.com,"Get into the world of bulk fuel distribution, exploring the detailed logistics of fuel transportation, various types of fuels, & impacts of this service.",1,32873882184,2026-08-25T16:45:50.320986+00:00,"""fuel distributor"" ""procurement"" ""supply chain"" ""raw materials"" -jobs -careers -list -directory"
(PDF) A Supply Chain Design Approach to Petroleum Distribution,https://www.researchgate.net/publication/228815520_A_Supply_Chain_Design_Approach_to_Petroleum_Distribution,,Petroleum products,Potential buyer / industrial consumer,Petroleum products,,,,,,You.com,"PDF | Product distribution account for a significant portion of the logistical costs of a product. Distribution activities are repetitive in nature and... | Find, read and cite all the research you need on ResearchGate",0,32873882184,2026-08-25T16:45:50.320986+00:00,"""fuel distributor"" ""procurement"" ""supply chain"" ""raw materials"" -jobs -careers -list -directory"
Fuel Distribution Market 2025–2035 | Opportunities by Region,https://www.businessresearchinsights.com/market-reports/fuel-distribution-market-119823,,,Potential buyer / industrial consumer,,,sales@businessresearchinsights.com,,+2194-2199,,You.com,"The global Fuel Distribution Market Is Expected to Reach USD 2.98 Billion in 2025 and USD 4.908 Billion by 2035, growing at 5.1% CAGR.",1,32873882184,2026-08-25T16:45:50.320986+00:00,"""fuel distributor"" ""procurement"" ""supply chain"" ""raw materials"" -jobs -careers -list -directory"
Fuel Supply & Distribution System — Energy Info,https://energyinfo.oregon.gov/overview,,Renewable energy,Potential buyer / industrial consumer,Renewable energy,,askenergy@oregon.gov,,2569/1534455783473,,You.com,"INTRODUCTION FUEL SUPPLY & DISTRIBUTION SYSTEM TYPICAL DAY EMERGENCIES CASCADIA EVENT · Liquid fuels are either sourced from renewable stock or from refined oil. Oil is drilled from wells in the field and transported by pipeline, rail, or barge for processing at refineries.",1,32873882184,2026-08-25T16:45:50.320986+00:00,"""fuel distributor"" ""procurement"" ""supply chain"" ""raw materials"" -jobs -careers -list -directory"
Procurement and Supply Chain Management for Oil & Gas industry,https://www.projectmanagertemplate.com/post/procurement-and-supply-chain-management-for-oil-gas-industry,,,Potential buyer / industrial consumer,,,,,1.15461.0,,You.com,"Procurement and supply chain management are critical components of the oil and gas industry, ensuring operational efficiency, cost control, and regulatory compliance. Companies that adopt digital transformation, risk mitigation strategies, and sustainable procurement practices can gain a ...",1,32873882184,2026-08-25T16:45:50.320986+00:00,"""fuel distributor"" ""procurement"" ""supply chain"" ""raw materials"" -jobs -careers -list -directory"
Understanding the Process Behind Bulk Fuel Delivery,https://www.premierpetroleum.com/why-bulk-fuel-distribution-is-essential-for-growing-industries/,,,Potential buyer / industrial consumer,,,info@premierpetroleum.com,,2025-01-09,,You.com,"Discover why bulk fuel distribution is crucial for industries. Learn benefits, FAQs, and how wholesale fuel suppliers enhance efficiency and cost savings.",1,32873882184,2026-08-25T16:45:50.320986+00:00,"""fuel distributor"" ""procurement"" ""supply chain"" ""raw materials"" -jobs -careers -list -directory"
Procurement and Supply Chain in Oil & Gas: Powering the Energy ...,https://petroedgeasia.net/procurement-and-supply-chain-in-oil-and-gas-powering-the-energy-transition/,,,Potential buyer / industrial consumer,,,aqilah@asiaedge.net,6567419927,2025-11-10,,You.com,Explore the evolving role of procurement and supply chain in oil & gas. Discover strategies for greater resilience and efficiency.,1,32873882184,2026-08-25T16:45:50.320986+00:00,"""fuel distributor"" ""procurement"" ""supply chain"" ""raw materials"" -jobs -careers -list -directory"
Understanding Wholesale Fuel Distributors: Role in the Market,https://fuel.premierpetroleum.com/understanding-the-role-of-wholesale-fuel-distributors-in-the-market/,,,Potential buyer / industrial consumer,,,info@premierpetroleum.com,,2025-01-03,,You.com,"Learn how wholesale fuel distributors support industries with cost savings, reliable supply, and quality fuel. Explore FAQs and benefits of working with a fuel distributor.",1,32873882184,2026-08-25T16:45:50.320986+00:00,"""fuel distributor"" ""procurement"" ""supply chain"" ""raw materials"" -jobs -careers -list -directory"
How Fuel and Petrochemical Supply Chains Work,https://afpm.org/industries/operations/how-fuel-and-petrochemical-supply-chains-work,,Petrochemicals,Potential buyer / industrial consumer,Petrochemicals,,,,7258256/6250812,,You.com,"In 2013, the U.S. became the world’s top producer of petroleum and natural gas. U.S. refineries are taking full advantage of increasing U.S. crude oil and natural gas production. Petrochemical manufacturers are thriving as well, expanding existing capacity and building new plants to process ...",1,32873882184,2026-08-25T16:45:50.320986+00:00,"""fuel distributor"" ""procurement"" ""supply chain"" ""raw materials"" -jobs -careers -list -directory"
Fuel Procurement: Understanding Bulk Fuel Purchasing | JAT Energy,https://jatoil.com/fuel-procurement-understanding-bulk-fuel-purchasing/,,,Potential buyer / industrial consumer,,,info@jatoil.com,,66216849046,,You.com,Explore the benefits of fuel purchasing with JAT Energy. Learn how bulk fuel procurement can optimize operations and reduce costs.,1,32873882184,2026-08-25T16:45:50.320986+00:00,"""fuel distributor"" ""procurement"" ""supply chain"" ""raw materials"" -jobs -careers -list -directory"
Bulk Petroleum Services - DLA Energy,https://www.dla.mil/Energy/Services/Bulk-Petroleum-Services/,,Petroleum products,Potential buyer / industrial consumer,Petroleum products,,,,,,You.com,Learn more about Bulk Petroleum Services offered by DLA Energy,0,32873882184,2026-08-25T16:45:50.320986+00:00,"""fuel distributor"" ""procurement"" ""supply chain"" ""raw materials"" -jobs -careers -list -directory"
Diesel Fuel – Market Intelligence,https://www.procurementiq.com/market-intelligence/diesel-fuel,,,Potential buyer / industrial consumer,,,info.iq@procurementiq.com,,1999-2022,,You.com,"Research and analysis on including benchmarks, forecasts, risk analysis, supplier identification and more.",1,32873882184,2026-08-25T16:45:50.320986+00:00,"""fuel distributor"" ""procurement"" ""supply chain"" ""raw materials"" -jobs -careers -list -directory"
"Refined Products Procurement, Simplified",https://www.us-energy.com/energy-solutions/refined-products/,,,Potential buyer / industrial consumer,,,,,2026-07-21,,You.com,"We streamline access to refined products when and where you need them—leveraging proficient trading, supply, logistics, & nationwide terminal storage network.",1,32873882184,2026-08-25T16:45:50.320986+00:00,"""fuel distributor"" ""procurement"" ""supply chain"" ""raw materials"" -jobs -careers -list -directory"
Fuel Procurement and Vendor Management » Banlaw,https://www.banlaw.com/fuel-procurement-and-vendor-management/,,,Potential buyer / industrial consumer,,,sales@banlaw.com,,2023-08-31,,You.com,"With increasing fuel prices and ever-changing markets, managing fuel procurement can be a complex process. We understand that it's difficult to manage",1,32873882184,2026-08-25T16:45:50.320986+00:00,"""fuel distributor"" ""procurement"" ""supply chain"" ""raw materials"" -jobs -careers -list -directory"
Direct Chemical Importer | Chemical Exporters & Procurement,https://globalchemicalresources.com/capabilities/direct-chemical-importer/,,Chemicals,Potential buyer / industrial consumer,Chemicals,,,,1709665651,,You.com,"Global Chemical Resources is a trusted chemical importer of bulk and wholesale chemical products. For direct import shipments, call today!",1,32878949617,2026-08-25T17:37:25.197516+00:00,"""chemical importer"" ""procurement manager"" contact -jobs -careers -directory -blog"
Chemical Procurement & Sourcing Services | Modern Chemical Co.,https://modernchemical.co/services/procurement-services/,,Chemicals,Potential buyer / industrial consumer,Chemicals,,,,2066214735,,You.com,Modern Chemical offers Chemical Procurement & Sourcing Services to find the lowest prices for ingredients while ensuring they meet our strict quality standards. Call now!,1,32878949617,2026-08-25T17:37:25.197516+00:00,"""chemical importer"" ""procurement manager"" contact -jobs -careers -directory -blog"
"Chemical Purchasing and Procurement: Procedure, Policy & Best ...",https://www.datacor.com/resources/chemical-procurement-best-practices,,Chemicals,Potential buyer / industrial consumer,Chemicals,,marketing@datacor.com,,21-2025-06-13-50-0540,,You.com,"What is chemical purchasing and procurement? Learn procedures, policies and best practices for chemical distributors and manufacturers.",1,32885966271,2026-08-25T18:49:10.228996+00:00,"""chemical raw materials"" ""purchasing department"" ""importer"" ""industrial consumer"" -jobs -hiring -list -article"
Pursuing purchasing excellence in chemicals | McKinsey,https://www.mckinsey.com/industries/chemicals/our-insights/pursuing-purchasing-excellence-in-chemicals,,Chemicals,Potential buyer / industrial consumer,Chemicals,,,,,,You.com,"While chemical companies recognize the importance of strong purchasing capabilities, few have transformed the function into a source of strategic advantage. Here’s how they can.",0,32885966271,2026-08-25T18:49:10.228996+00:00,"""chemical raw materials"" ""purchasing department"" ""importer"" ""industrial consumer"" -jobs -hiring -list -article"
Chemicals and Related Products | United States International Trade ...,https://www.usitc.gov/research_and_analysis/trade_shifts_2017/chemicals.htm,,Chemicals,Potential buyer / industrial consumer,Chemicals,,,,,,You.com,"The United States International Trade Commission is an independent, nonpartisan, quasi-judicial federal agency that fulfills a range of trade-related mandates. We provide high-quality, leading-edge analysis of international trade issues to the President and the Congress.",0,32885966271,2026-08-25T18:49:10.228996+00:00,"""chemical raw materials"" ""purchasing department"" ""importer"" ""industrial consumer"" -jobs -hiring -list -article"
Import & Export for the Chemical and Raw Materials Industry,https://www.coba.de/en/chemical-and-raw-material-industry/,,Chemicals,Potential buyer / industrial consumer,Chemicals,,info@coba.de,,2025-07-03,,You.com,"Coba is your partner for import and export in the chemical and raw materials industry, offering reliable solutions and expert support",1,32885966271,2026-08-25T18:49:10.228996+00:00,"""chemical raw materials"" ""purchasing department"" ""importer"" ""industrial consumer"" -jobs -hiring -list -article"
Chem-Materials | Raw Chemical Material Supplier,https://www.chem-materials.com/,,Chemicals,Potential buyer / industrial consumer,Chemicals,,cmc@chem-materials.com,,2026-04-04,,You.com,Chem-Materials is a specialty chemical distributor with deep roots in providing raw materials and technical support to a broad array of manufacturing industries.,1,32885966271,2026-08-25T18:49:10.228996+00:00,"""chemical raw materials"" ""purchasing department"" ""importer"" ""industrial consumer"" -jobs -hiring -list -article"
The Chemical Supply in Texas - Industrial Chemical Suppliers in US,https://thechemicalsupply.com/,,Chemicals,Potential buyer / industrial consumer,Chemicals,,info@thechemicalsupply.com,,2019-04-01,,You.com,"Having relationships with the top chemical suppliers in the industry not only provides our customers with quality chemicals from reputable manufacturers, but",1,32885966271,2026-08-25T18:49:10.228996+00:00,"""chemical raw materials"" ""purchasing department"" ""importer"" ""industrial consumer"" -jobs -hiring -list -article"
Specialty Chemical Distributor | Raw Materials Corporation (RMC),https://www.raw-materials.com/,,Chemicals,Potential buyer / industrial consumer,Chemicals,,,,1.15456.0,,You.com,"Specialty Chemical Wholesale Distributor for West South Central States: Texas, Louisiana, Oklahoma, and Arkansas. 25+ global supply chain partners. Providing resins, pigments, performance minerals and additives to an array of different industries.",1,32885966271,2026-08-25T18:49:10.228996+00:00,"""chemical raw materials"" ""purchasing department"" ""importer"" ""industrial consumer"" -jobs -hiring -list -article"
Specialty Chemical Distributor - Supplier of Coatings and Raw ...,https://www.covalentchemical.com/,,Chemicals,Potential buyer / industrial consumer,Chemicals,,home-mainhero@2x.png,,842155299,,You.com,"Covalent Chemical services an array of industries, including paint and coatings, oil and gas services, adhesives and sealants, agricultural, and custom blending operations. With headquarters in Raleigh, NC and regional offices strategically located throughout the country, Covalent Chemical ...",1,32885966271,2026-08-25T18:49:10.228996+00:00,"""chemical raw materials"" ""purchasing department"" ""importer"" ""industrial consumer"" -jobs -hiring -list -article"
New TSCA Requirements for Chemical Importers,https://www.bdlaw.com/publications/new-tsca-requirements-for-chemical-importers/,,Chemicals,Potential buyer / industrial consumer,Chemicals,,,,,,You.com,"Companies planning to ship chemical-based products to the United States should have a basic understanding of the Toxic Substances Control Act (TSCA), the key U.S. chemicals law.",0,32885966271,2026-08-25T18:49:10.228996+00:00,"""chemical raw materials"" ""purchasing department"" ""importer"" ""industrial consumer"" -jobs -hiring -list -article"
